,Orthomyxoviridae,Flaviviridae,Herpesviridae,Papillomaviridae,Retroviridae,Paramyxoviridae,Arenaviridae,Polyomaviridae,Coronaviridae,Poxviridae,Parvoviridae
O75695,0,0,1,1,0,0,0,0,0,0,0
O75787,0,0,1,0,1,0,0,0,0,0,0
P13995,0,0,0,1,1,1,0,0,0,0,0
P22674,0,0,0,0,1,0,0,0,0,0,0
P27544,0,0,0,0,0,1,0,0,0,0,0
P48556,1,1,1,1,1,0,0,0,1,0,0
Q07820,0,1,0,0,1,0,0,0,1,0,0
Q70UQ0,0,1,1,1,1,0,0,1,0,0,0
Q9BYE7,0,0,0,1,0,0,0,0,0,0,0
Q9GZM5,0,1,0,1,0,0,0,0,0,0,0
Q9H813,0,1,1,0,0,0,0,0,0,0,0
Q9UBP4,0,0,1,0,0,0,0,0,0,0,0
Q9Y3F4,1,0,0,0,1,0,0,0,0,0,0
P55318,0,0,0,0,0,0,0,0,0,0,0
Q12792,0,0,0,0,0,0,0,0,0,0,0
Q6ICL7,0,0,0,0,0,0,0,0,0,0,0
Q8IYV9,0,0,0,0,0,0,0,0,0,0,0
Q8NFB2,0,0,0,0,0,0,0,0,0,0,0
Q9BW91,0,0,0,0,0,0,0,0,0,0,0
Q9H5K3,0,0,0,0,0,0,0,0,0,0,0
O95455,0,0,0,0,0,0,0,0,0,0,0
Q6N063,0,0,0,0,0,0,0,0,0,0,0
Q6UW49,0,0,0,0,0,0,0,0,0,0,0
Q7RTV3,0,0,0,0,0,0,0,0,0,0,0
Q8NH67,0,0,0,0,0,0,0,0,0,0,0
Q15545,0,0,0,1,1,0,0,0,0,0,0
Q2KHT4,0,0,0,0,0,0,0,0,0,0,0
Q8IV48,0,0,1,0,0,0,0,0,0,0,0
Q8WTS1,0,0,0,0,0,0,0,0,0,1,0
Q8WWH5,1,0,0,1,0,0,0,0,0,0,0
Q9H1E5,0,0,0,0,1,0,0,0,0,0,0
Q8NBI3,0,0,0,0,0,0,0,0,0,0,0
Q9NWT6,0,0,0,0,0,0,0,0,0,0,0
Q96MB7,0,0,0,0,0,0,0,0,0,0,0
Q9H9Y2,0,0,0,0,0,0,0,0,0,0,0
Q9UIM3,0,0,0,0,0,0,0,0,0,0,0
O95825,0,0,0,0,0,0,0,0,0,0,0
Q5JRV8,0,0,0,0,0,0,0,0,0,0,0
Q8NEP7,0,0,0,0,0,0,0,0,0,0,0
Q96BW5,0,0,0,0,0,0,0,0,0,0,0
O75477,0,1,1,1,0,0,0,0,0,1,0
Q13454,0,0,0,0,1,0,0,0,0,0,0
Q14376,0,0,0,1,0,0,0,0,0,0,0
O75953,1,0,1,0,0,0,0,0,0,0,0
P09001,1,1,0,0,0,0,0,0,0,0,1
O43681,0,0,0,0,0,0,0,0,0,0,0
Q5VVQ6,0,0,0,0,0,0,0,0,0,0,0
Q8TD46,0,0,0,0,0,0,0,0,0,0,0
Q9BWW7,0,0,0,0,0,0,0,0,0,0,0
Q9P0M2,0,0,0,0,0,0,0,0,0,0,0
Q9P2T1,0,0,0,0,0,0,0,0,0,0,0
Q9UHP6,0,0,0,0,0,0,0,0,0,0,0
P47883,0,0,0,0,0,0,0,0,0,0,0
Q14093,0,0,0,0,0,0,0,0,0,0,0
Q7Z7A3,0,0,0,0,0,0,0,0,0,0,0
Q86WS5,0,0,0,0,0,0,0,0,0,0,0
Q9NP08,0,0,0,0,0,0,0,0,0,0,0
Q8IV42,0,0,0,0,0,0,0,0,0,0,0
Q8N446,0,0,0,0,0,0,0,0,0,0,0
O14828,1,1,1,1,1,1,0,0,0,0,0
P02750,0,1,0,0,0,0,0,0,0,0,0
P03891,0,0,0,1,0,0,0,0,0,0,0
P17275,0,0,1,1,1,0,0,0,0,0,1
Q8N9I9,0,0,0,0,0,0,0,1,0,0,0
Q9NP66,0,0,0,0,0,0,0,0,0,1,0
P14920,0,0,0,0,0,0,0,0,0,0,0
P23511,0,0,0,0,0,0,0,0,0,0,0
Q14CW9,0,0,0,0,0,0,0,0,0,0,0
Q6UWU4,0,0,0,0,0,0,0,0,0,0,0
Q8IW45,0,0,0,0,0,0,0,0,0,0,0
Q96DB2,0,0,0,0,0,0,0,0,0,0,0
Q96S42,0,0,0,0,0,0,0,0,0,0,0
Q9P2M1,0,0,0,0,0,0,0,0,0,0,0
Q8TDV2,0,0,0,0,0,0,0,0,0,0,0
Q5JS37,0,0,0,0,0,0,0,0,0,0,0
A0A075B734,0,0,0,0,0,0,0,0,0,0,0
A6NGB0,0,0,0,0,0,0,0,0,0,0,0
Q6ZNQ3,0,0,0,0,0,0,0,0,0,0,0
Q9BXC0,0,1,0,0,0,0,0,0,0,0,0
Q9BUM1,0,1,0,0,0,0,0,0,0,0,0
O15160,1,0,0,1,0,0,0,0,0,0,0
P53597,0,1,0,1,0,0,0,0,0,0,0
P98172,0,0,1,0,0,1,0,0,0,0,0
Q15853,0,0,0,1,0,0,0,0,0,1,0
Q6FHJ7,0,1,0,0,0,0,0,0,0,0,0
Q8WVM0,1,1,0,0,0,0,0,0,0,0,0
Q9H0I2,0,0,1,0,0,0,0,0,0,0,0
Q9UBE0,1,1,0,1,0,0,0,0,0,0,0
Q96MS3,0,0,0,0,1,0,0,0,0,0,0
O14843,0,0,0,0,0,0,0,0,0,0,0
O43542,0,0,0,0,0,0,0,0,0,0,0
O95274,0,0,0,0,0,0,0,0,0,0,0
P00540,0,0,0,0,0,0,0,0,0,0,0
P20933,0,0,0,0,0,0,0,0,0,0,0
P23942,0,0,0,0,0,0,0,0,0,0,0
Q15814,0,0,0,0,0,0,0,0,0,0,0
Q6ZSG1,0,0,0,0,0,0,0,0,0,0,0
Q9Y2V3,0,0,0,0,0,0,0,0,0,0,0
Q8IZA3,0,0,0,0,0,0,0,0,0,0,0
Q86TE4,0,0,0,0,0,0,0,0,0,0,0
O15527,0,0,0,0,1,0,0,0,0,0,0
P02749,0,1,0,0,1,0,0,0,0,0,0
P17676,0,0,0,1,1,0,0,0,0,0,0
P50616,0,0,0,1,0,0,0,0,0,0,0
P57682,0,1,0,0,0,0,0,0,0,0,0
Q03060,0,0,1,1,0,0,0,0,0,0,0
Q99933,0,0,0,0,0,0,0,1,0,0,0
Q9GZM8,0,0,1,0,0,0,0,0,0,0,0
Q9H3K2,0,0,0,0,0,0,0,0,0,0,0
Q12952,0,0,0,0,0,0,0,0,0,0,0
Q5TEU4,0,0,0,0,0,0,0,0,0,0,0
Q86YD5,0,0,0,0,0,0,0,0,0,0,0
Q8TC84,0,0,0,0,0,0,0,0,0,0,0
Q9Y242,0,0,0,0,0,0,0,0,0,0,0
P54826,0,0,0,0,0,0,0,0,0,0,0
Q8NCY6,0,0,0,0,0,0,0,0,0,0,0
Q7Z5S9,0,0,0,0,0,0,0,0,0,0,0
A0A1W2PPF3,0,0,0,0,0,0,0,0,0,0,0
Q9BZ19,0,0,0,0,0,0,0,0,0,0,0
Q8NGL6,1,0,0,0,0,0,0,0,0,0,0
Q86XJ0,0,0,0,0,0,0,0,1,0,0,0
Q16342,1,0,0,0,1,0,0,0,0,0,0
Q8NBM4,1,1,1,1,0,0,0,0,0,0,0
Q96DX7,0,1,0,0,0,0,0,0,0,0,0
Q9BQP7,0,0,0,0,0,1,0,0,0,0,0
Q9NS73,1,0,0,1,0,0,0,0,0,0,0
Q9UJ70,0,0,1,1,0,0,0,1,0,0,0
Q16589,0,0,0,1,0,0,0,0,0,0,0
Q2TBC4,0,0,0,1,0,0,0,0,0,0,0
O00421,0,0,0,0,0,0,0,0,0,0,0
P19883,0,0,0,0,0,0,0,0,0,0,0
P35227,0,0,0,0,0,0,0,0,0,0,0
P57768,0,0,0,0,0,0,0,0,0,0,0
Q9NPG8,0,0,0,0,0,0,0,0,0,0,0
B3EWF7,0,0,0,0,0,0,0,0,0,0,0
Q8N0S6,0,0,0,0,0,0,0,0,0,0,0
Q96KD3,0,0,0,0,0,0,0,0,0,0,0
P0C7X3,0,0,0,0,0,0,0,0,0,0,0
Q8NAA5,0,0,0,0,0,0,0,0,0,0,0
P35453,1,0,0,0,0,0,0,0,0,0,0
P21731,0,0,0,1,0,0,0,0,0,0,0
Q9BXJ8,0,1,0,1,0,0,0,0,0,0,0
Q96AM1,0,0,1,1,0,0,0,0,0,0,0
O14862,0,0,0,0,0,0,0,0,0,0,0
O15541,0,0,0,0,0,0,0,0,0,0,0
Q1HG43,0,0,0,0,0,0,0,0,0,0,0
Q53RT3,0,0,0,0,0,0,0,0,0,0,0
Q6NTE8,0,0,0,0,0,0,0,0,0,0,0
Q7Z6M3,0,0,0,0,0,0,0,0,0,0,0
Q8N0V3,0,0,0,0,0,0,0,0,0,0,0
A6NMT0,0,0,0,0,0,0,0,0,0,0,0
Q53EV4,0,0,0,0,0,0,0,0,0,0,0
A0PJX8,0,0,0,0,0,0,0,0,0,0,0
A6NFE2,0,0,0,0,0,0,0,0,0,0,0
Q96F63,0,0,0,0,0,0,0,0,0,0,0
P61962,1,0,0,0,0,0,0,0,1,0,0
Q9BQA1,1,0,1,1,0,0,0,0,0,0,0
Q9NRS6,0,0,1,0,0,0,0,0,0,0,0
P25105,0,0,0,0,0,0,0,0,0,0,0
Q3LIE5,0,0,0,0,0,0,0,0,0,0,0
Q5VYX0,0,0,0,0,0,0,0,0,0,0,0
Q96C23,0,0,0,0,0,0,0,0,0,0,0
Q96G28,0,0,0,0,0,0,0,0,0,0,0
Q99633,0,0,0,0,0,0,0,0,0,0,0
Q9NX94,0,0,0,0,0,0,0,0,0,0,0
Q9NYD6,0,0,0,0,0,0,0,0,0,0,0
O00321,0,0,0,0,0,0,0,0,0,0,0
Q5JXA9,0,0,0,0,0,0,0,0,0,0,0
Q96HL8,0,0,0,0,0,0,0,0,0,0,0
Q96MA1,0,0,0,0,0,0,0,0,0,0,0
Q8N1S5,0,0,0,0,0,0,0,0,0,0,0
A6NEK1,0,0,0,0,0,0,0,0,0,0,0
Q5VZI3,0,0,0,0,0,0,0,0,0,0,0
Q8ND76,0,0,0,1,0,0,0,0,0,0,0
O95400,1,0,0,1,0,0,0,0,0,1,0
Q7Z4I7,0,1,0,0,0,0,0,0,0,0,0
Q86W42,0,0,0,0,1,0,0,0,0,0,0
Q96PU8,1,1,0,1,0,0,0,0,0,0,0
Q9Y376,0,0,0,1,0,0,0,0,0,0,0
P56937,0,0,0,0,0,0,0,0,0,0,0
Q5T230,0,0,0,0,0,0,0,0,0,0,0
Q8N3I7,0,0,0,0,0,0,0,0,0,0,0
Q9BUN1,0,0,0,0,0,0,0,0,0,0,0
Q5T6V5,0,0,0,0,0,0,0,0,0,0,0
Q8WUT9,0,0,0,0,0,0,0,0,0,0,0
A8MX34,0,0,0,0,0,0,0,0,0,0,0
Q8N4W6,0,0,0,0,0,0,0,0,0,0,0
Q9UNA3,0,0,0,0,0,0,0,0,0,0,0
Q11201,0,0,0,0,0,0,0,0,0,0,0
O14681,0,1,1,1,0,0,0,0,0,0,0
Q8TD22,0,1,0,0,0,0,0,0,0,0,0
Q96IZ0,0,0,1,0,0,0,0,0,0,0,0
Q9GZT4,0,0,1,0,0,0,0,0,0,0,0
Q8IXQ4,0,1,0,0,0,0,0,0,0,0,0
Q0GE19,0,0,0,0,0,0,0,0,0,0,0
Q5T9G4,0,0,0,0,0,0,0,0,0,0,0
Q7Z6L0,0,0,0,0,0,0,0,0,0,0,0
Q86UW1,0,0,0,0,0,0,0,0,0,0,0
Q8N0X4,0,0,0,0,0,0,0,0,0,0,0
Q96MN9,0,0,0,0,0,0,0,0,0,0,0
Q9H0A9,0,0,0,0,0,0,0,0,0,0,0
Q9UNI6,0,0,0,0,0,0,0,0,0,0,0
A6NHS7,0,0,0,0,0,0,0,0,0,0,0
Q96RJ0,0,0,0,0,1,0,0,0,0,0,0
Q06609,0,0,1,0,1,0,0,0,0,0,0
P20226,0,1,1,1,1,0,0,1,0,0,1
P78318,1,0,0,0,0,0,0,0,0,0,0
O00757,0,0,0,0,1,0,0,0,0,0,0
O76071,1,0,1,0,1,0,0,0,0,0,0
Q5HYJ3,1,0,0,0,0,0,0,0,0,0,0
Q8TBZ6,0,1,0,0,0,0,0,0,0,0,0
Q96BY9,0,0,1,1,0,0,0,0,0,0,0
Q9Y394,1,0,1,1,0,1,0,0,0,0,0
P33241,0,0,0,0,0,0,0,0,0,0,0
Q13825,0,0,0,0,0,0,0,0,0,0,0
Q15080,0,0,0,0,0,0,0,0,0,0,0
Q6IEG0,0,0,0,0,0,0,0,0,0,0,0
Q96H22,0,0,0,0,0,0,0,0,0,0,0
O00398,0,0,0,0,0,0,0,0,0,0,0
Q2M2W7,0,0,0,0,0,0,0,0,0,0,0
Q9UH36,0,0,0,0,0,0,0,0,0,0,0
Q6ZNG2,0,0,0,0,0,0,0,0,0,0,0
Q8TBP6,1,1,0,0,0,0,0,0,0,0,0
O76075,0,1,0,0,0,0,0,0,0,0,0
O95433,1,0,0,1,0,0,0,0,0,0,0
P40926,1,0,0,0,0,0,0,0,0,0,0
Q01664,0,0,0,1,0,0,0,0,0,0,0
Q9NYK5,1,1,0,0,0,0,0,0,0,0,0
Q9Y5Z9,1,0,0,1,0,0,0,0,0,0,0
Q3B726,0,0,0,1,0,0,0,0,0,0,0
O14832,0,0,0,0,0,0,0,0,0,0,0
P53539,0,0,0,0,0,0,0,0,0,0,0
Q9NR21,0,0,0,0,0,0,0,0,0,0,0
Q9UN81,0,0,0,0,0,0,0,0,0,0,0
P31277,0,0,0,0,0,0,0,0,0,0,0
P59534,0,0,0,0,0,0,0,0,0,0,0
Q9UJ42,0,0,0,0,0,0,0,0,0,0,0
P0C7Q6,0,0,0,0,0,0,0,0,0,0,0
P37837,0,0,0,1,0,0,0,0,0,0,0
Q5VT66,0,1,0,0,0,0,0,0,1,0,0
Q6P4A7,1,1,0,0,0,0,0,0,0,0,0
Q9UG22,0,0,0,0,0,0,0,0,0,0,0
P38484,0,0,0,0,0,0,0,0,0,0,0
Q96C86,0,0,0,0,0,0,0,0,0,0,0
Q9BV23,0,0,0,0,0,0,0,0,0,0,0
Q9P296,0,0,0,0,0,0,0,0,0,0,0
Q9UBP5,0,0,0,0,0,0,0,0,0,0,0
O14718,0,0,0,0,0,0,0,0,0,0,0
O43414,0,0,0,0,0,0,0,0,0,0,0
Q96P68,0,0,0,0,0,0,0,0,0,0,0
Q7L211,0,0,0,0,0,0,0,0,0,0,0
Q8IVB5,0,0,0,0,0,0,0,0,0,0,0
Q13426,0,0,1,1,1,0,0,0,0,0,0
Q9H0P0,0,1,0,0,0,0,0,0,0,0,0
Q96DT0,1,0,0,0,0,0,0,0,0,0,0
O75794,1,0,0,0,1,0,0,0,0,0,0
Q4G0F5,0,0,1,1,0,0,0,0,0,0,0
O14657,0,0,0,0,0,0,0,0,0,0,0
P31937,0,0,0,0,0,0,0,0,0,0,0
Q15762,0,0,0,0,0,0,0,0,0,0,0
Q16570,0,0,0,0,0,0,0,0,0,0,0
Q8IYX1,0,0,0,0,0,0,0,0,0,0,0
Q8TDX5,0,0,0,0,0,0,0,0,0,0,0
Q96HH6,0,0,0,0,0,0,0,0,0,0,0
Q9Y5Y5,0,0,0,0,0,0,0,0,0,0,0
Q96P67,0,0,0,0,0,0,0,0,0,0,0
Q6ZVW7,0,0,0,0,0,0,0,0,0,0,0
P06746,0,1,1,0,0,0,0,0,0,0,0
Q9NPF4,0,0,1,0,0,1,0,0,0,0,0
P15813,0,0,0,0,1,0,0,0,0,0,0
P04406,1,1,1,1,1,1,1,0,0,0,1
O76003,1,1,0,0,0,0,0,0,0,0,0
O94766,1,1,1,0,0,0,0,0,0,0,0
P25445,0,1,1,1,1,0,0,0,0,0,0
Q03405,0,0,0,0,1,0,0,0,0,0,0
Q13291,0,0,0,0,0,1,0,0,0,0,0
Q16698,1,1,0,0,0,0,0,0,0,0,0
Q5EB52,0,0,0,0,0,0,0,0,0,0,0
Q9P2W9,1,1,0,0,0,0,0,0,0,0,0
O95238,0,0,0,0,0,0,0,0,0,0,0
P49639,0,0,0,0,0,0,0,0,0,0,0
Q96BN2,0,0,0,0,0,0,0,0,0,0,0
Q9H2F9,0,0,0,0,0,0,0,0,0,0,0
Q9Y576,0,0,0,0,0,0,0,0,0,0,0
Q8N4T4,0,0,0,0,0,0,0,0,0,0,0
Q8TDV5,0,0,0,0,0,0,0,0,0,0,0
Q5UAW9,0,0,0,0,0,0,0,0,0,0,0
Q5SQS8,0,0,0,0,0,0,0,0,0,0,0
P07195,1,0,1,0,0,0,0,0,0,0,1
O75829,0,0,0,0,0,0,0,0,0,0,0
P17707,1,0,0,0,0,0,0,0,0,0,0
P61964,1,1,0,1,1,0,0,0,0,0,0
Q6H3X3,0,0,1,0,0,0,0,0,0,0,0
Q86WC4,0,0,1,0,0,0,0,0,0,0,0
Q92905,1,0,1,1,1,0,0,0,0,0,0
Q9NZL9,0,0,1,0,0,0,0,0,1,0,0
O75031,0,0,0,0,0,0,0,0,0,0,0
P40925,0,0,0,0,0,0,0,0,0,0,0
Q13487,0,0,0,0,0,0,0,0,0,0,0
Q2I0M4,0,0,0,0,0,0,0,0,0,0,0
Q5SQQ9,0,0,0,0,0,0,0,0,0,0,0
Q8N387,0,0,0,0,0,0,0,0,0,0,0
Q96IZ7,0,0,0,0,0,0,0,0,0,0,0
Q9BT17,0,0,0,0,0,0,0,0,0,0,0
Q9H977,0,0,0,0,0,0,0,0,0,0,0
Q5TH74,0,0,0,0,0,0,0,0,0,0,0
Q9HB09,0,0,0,0,0,0,0,0,0,0,0
Q9UQ10,0,0,0,0,0,0,0,0,0,0,0
A6NCL1,0,0,0,0,0,0,0,0,0,0,0
Q58FG0,0,0,0,0,0,0,0,0,0,0,0
Q9H6Y5,0,0,0,0,0,0,0,0,0,0,0
P19622,0,0,0,0,0,0,0,0,0,0,1
Q969X2,0,0,0,1,0,0,0,0,0,0,0
O14908,1,0,0,1,0,0,0,0,0,0,0
P13804,1,1,0,0,0,0,0,0,1,0,0
P20042,1,0,0,0,1,0,0,0,0,1,0
Q11206,1,0,0,0,0,0,0,0,0,0,0
P78367,0,0,0,0,0,0,0,0,0,0,0
Q330K2,0,0,0,0,0,0,0,0,0,0,0
Q86SQ9,0,0,0,0,0,0,0,0,0,0,0
Q8N8Q8,0,0,0,0,0,0,0,0,0,0,0
Q96IV6,0,0,0,0,0,0,0,0,0,0,0
P59533,0,0,0,0,0,0,0,0,0,0,0
Q15390,0,0,0,0,0,0,0,0,0,0,0
Q96CH1,0,0,0,0,0,0,0,0,0,0,0
A0A1B0GTS1,0,0,0,0,0,0,0,0,0,0,0
Q8N5U0,0,0,0,0,0,0,0,0,0,0,0
Q9UHD1,0,1,0,0,0,0,0,0,0,0,0
P29966,1,1,1,1,0,0,0,1,0,0,0
Q06136,0,1,1,1,0,0,0,0,0,0,0
Q6UXG3,0,0,0,0,0,0,0,1,0,0,0
Q99675,0,0,1,0,0,0,0,0,0,1,0
Q9H9J2,1,1,0,0,0,0,0,0,0,0,0
O95343,0,0,0,0,0,0,0,0,0,0,0
P32245,0,0,0,0,0,0,0,0,0,0,0
Q53FA7,0,0,0,0,0,0,0,0,0,0,0
Q86UT8,0,0,0,0,0,0,0,0,0,0,0
Q8IZU1,0,0,0,0,0,0,0,0,0,0,0
Q969S2,0,0,0,0,0,0,0,0,0,0,0
Q96T54,0,0,0,0,0,0,0,0,0,0,0
Q9UBM4,0,0,0,0,0,0,0,0,0,0,0
Q96LI9,0,0,0,0,0,0,0,0,0,0,0
O95154,0,1,0,0,0,0,0,0,0,0,0
O95900,1,0,1,0,0,0,0,0,0,0,0
Q15293,1,0,1,0,1,0,0,0,0,0,1
Q53HC0,0,0,0,0,1,0,0,0,0,0,0
Q9HBI0,0,1,0,1,0,0,0,0,0,0,0
Q9Y266,1,0,0,0,1,0,0,0,0,0,0
O60902,0,0,0,0,0,0,0,0,0,0,0
O75752,0,0,0,0,0,0,0,0,0,0,0
O95278,0,0,0,0,0,0,0,0,0,0,0
P17542,0,0,0,0,0,0,0,0,0,0,0
P53611,0,0,0,0,0,0,0,0,0,0,0
Q6PKX4,0,0,0,0,0,0,0,0,0,0,0
Q969S0,0,0,0,0,0,0,0,0,0,0,0
Q96MG2,0,0,0,0,0,0,0,0,0,0,0
Q9BUD6,0,0,0,0,0,0,0,0,0,0,0
Q9H6J7,0,0,0,0,0,0,0,0,0,0,0
Q9NZC3,0,0,0,0,0,0,0,0,0,0,0
Q9UIL8,0,0,0,0,0,0,0,0,0,0,0
A1A4V9,0,0,0,0,0,0,0,0,0,0,0
A8MZF0,0,0,0,0,0,0,0,0,0,0,0
O00170,0,0,1,0,0,0,0,1,0,0,0
P50479,0,0,1,1,0,0,0,0,0,0,0
O95218,0,1,1,0,0,0,0,1,0,0,0
Q3SXM5,0,0,1,0,0,0,0,0,0,0,0
Q9UBQ6,0,1,0,0,0,0,0,0,0,0,0
Q6P5S2,0,0,0,0,0,0,0,0,0,1,0
A1A519,0,0,0,0,0,0,0,0,0,0,0
O75791,0,0,0,0,0,0,0,0,0,0,0
P13716,0,0,0,0,0,0,0,0,0,0,0
P31314,0,0,0,0,0,0,0,0,0,0,0
Q7Z7C7,0,0,0,0,0,0,0,0,0,0,0
Q8TDU6,0,0,0,0,0,0,0,0,0,0,0
Q96G04,0,0,0,0,0,0,0,0,0,0,0
Q96LB1,0,0,0,0,0,0,0,0,0,0,0
O43638,0,0,0,0,0,0,0,0,0,0,0
Q86XW9,0,0,0,0,0,0,0,0,0,0,0
Q9NXK6,0,0,0,0,0,0,0,0,0,0,0
Q8N815,0,0,0,0,0,0,0,0,0,0,0
Q9NU53,0,0,0,0,0,0,0,0,0,0,0
P42081,0,0,0,0,1,0,0,0,0,0,0
Q15417,1,0,0,0,0,0,0,0,0,0,0
Q8WZ19,0,0,0,1,0,0,0,0,0,0,0
Q9BXJ3,1,0,0,0,0,0,0,0,0,0,0
Q9NRQ2,0,0,0,0,0,0,0,0,0,1,0
Q9NWV8,0,0,1,1,0,0,0,0,0,0,0
Q9UET6,0,0,1,0,0,0,0,0,0,0,0
Q6PCB6,0,0,0,0,0,0,0,0,0,0,0
Q8WTX7,0,0,0,0,0,0,0,0,0,0,0
Q96GA7,0,0,0,0,0,0,0,0,0,0,0
Q96L58,0,0,0,0,0,0,0,0,0,0,0
Q9H147,0,0,0,0,0,0,0,0,0,0,0
Q9NUV9,0,0,0,0,0,0,0,0,0,0,0
Q9Y256,0,0,0,0,0,0,0,0,0,0,0
Q9Y5U2,0,0,0,0,0,0,0,0,0,0,0
Q96PL2,0,0,0,0,0,0,0,0,0,0,0
Q5JPI3,0,0,0,0,0,0,0,0,0,0,0
Q8WWX0,0,0,0,0,0,0,0,0,0,0,0
Q9UN30,0,0,0,0,0,0,0,0,0,0,0
M0QZC1,0,0,0,0,0,0,0,0,0,0,0
Q5TEZ5,0,0,0,0,0,0,0,0,0,0,0
O75771,0,0,1,0,0,0,0,0,0,0,0
P29460,0,0,0,0,1,0,0,0,0,0,0
Q07687,0,0,0,0,1,0,0,0,0,0,0
Q13011,1,0,0,1,0,0,0,0,0,0,0
Q9UBQ7,0,0,0,1,0,0,0,0,0,0,0
P14061,0,0,0,0,0,0,0,0,0,0,0
P30968,0,0,0,0,0,0,0,0,0,0,0
Q5JUK2,0,0,0,0,0,0,0,0,0,0,0
Q6ZMC9,0,0,0,0,0,0,0,0,0,0,0
Q7RTS3,0,0,0,0,0,0,0,0,0,0,0
Q96BK5,0,0,0,0,0,0,0,0,0,0,0
Q9H7L9,0,0,0,0,0,0,0,0,0,0,0
Q9UJ71,0,0,0,0,0,0,0,0,0,0,0
Q9GZZ0,0,0,0,0,0,0,0,0,0,0,0
O75493,0,0,0,0,0,0,0,0,0,0,0
P0C025,0,0,0,0,0,0,0,0,0,0,0
Q5TC12,0,0,0,0,0,0,0,0,0,0,0
Q8NEL0,0,0,0,0,0,0,0,0,0,0,0
Q9H920,0,1,0,0,0,0,0,0,0,0,0
O75344,0,1,0,0,0,0,0,0,0,0,0
Q13227,1,1,0,1,1,0,0,0,0,1,0
Q15555,0,1,0,0,0,0,0,0,0,0,0
Q5HYK3,1,0,0,0,0,0,0,0,0,0,0
Q7L5D6,0,1,1,1,1,0,0,0,0,0,0
Q7L5N1,1,0,0,1,1,0,0,0,0,0,0
Q9BZR8,0,1,0,0,0,0,0,0,0,0,0
Q9Y375,0,1,0,0,0,0,0,0,0,0,0
Q12796,0,0,0,1,0,0,0,0,0,0,0
Q9H425,0,1,0,0,0,0,0,0,0,0,0
P52961,0,0,0,0,0,0,0,0,0,0,0
Q5VY09,0,0,0,0,0,0,0,0,0,0,0
Q69YI7,0,0,0,0,0,0,0,0,0,0,0
Q86XE5,0,0,0,0,0,0,0,0,0,0,0
Q9UBV7,0,0,0,0,0,0,0,0,0,0,0
Q6PCB8,0,0,0,0,0,0,0,0,0,0,0
Q86X76,0,0,0,0,0,0,0,0,0,0,0
Q96IQ7,0,0,0,0,0,0,0,0,0,0,0
Q9BYB4,0,0,0,0,0,0,0,0,0,0,0
P50749,1,0,0,0,0,0,0,0,0,0,0
O75190,1,0,1,0,0,0,0,0,0,1,0
P26651,0,0,0,0,1,0,0,0,0,0,0
Q8NFH4,0,0,0,0,1,0,0,0,0,0,0
Q8NFH5,0,0,1,0,1,0,0,0,0,0,0
Q8WXF8,0,0,1,0,0,0,0,0,0,0,0
Q9BVC4,0,0,0,1,0,0,0,0,0,0,0
Q9NQG5,1,0,0,0,0,0,0,0,0,0,0
Q9NXK8,0,0,0,0,0,0,0,0,1,0,0
A8MV65,0,0,0,0,0,0,0,0,0,0,0
O60683,0,0,0,0,0,0,0,0,0,0,0
Q13790,0,0,0,0,0,0,0,0,0,0,0
Q6DKI7,0,0,0,0,0,0,0,0,0,0,0
O15442,0,0,0,0,0,0,0,0,0,0,0
Q96CX2,0,0,1,1,0,0,0,0,0,0,0
P10914,0,0,1,1,1,0,0,0,0,0,0
P14550,0,0,0,1,0,0,0,0,0,0,0
P35914,0,0,1,0,0,0,0,0,0,0,0
Q9Y247,0,0,0,1,0,0,0,0,0,0,0
O14662,0,1,0,0,0,0,0,0,0,0,0
P08574,1,1,0,0,0,0,0,0,0,0,0
Q08334,0,0,1,0,0,0,0,0,0,0,0
Q13347,1,1,0,1,1,1,0,0,0,0,0
Q6IAN0,1,1,0,0,0,1,0,0,0,0,0
Q96GY0,0,0,1,0,0,0,0,0,0,0,0
Q9BYD6,1,1,0,0,0,0,0,0,0,0,0
P13686,0,0,0,0,0,0,0,0,0,0,0
P18065,0,0,0,0,0,0,0,0,0,0,0
P43897,0,0,0,0,0,0,0,0,0,0,0
Q10586,0,0,0,0,0,0,0,0,0,0,0
Q2TAL6,0,0,0,0,0,0,0,0,0,0,0
Q5XKR4,0,0,0,0,0,0,0,0,0,0,0
Q6PL24,0,0,0,0,0,0,0,0,0,0,0
Q96KP6,0,0,0,0,0,0,0,0,0,0,0
Q9NQX5,0,0,0,0,0,0,0,0,0,0,0
Q6UXA7,0,0,0,0,0,0,0,0,0,0,0
Q9H6V9,0,0,0,0,0,0,0,0,0,0,0
Q8WWU7,0,0,0,0,0,0,0,0,0,0,0
A6NGH7,0,0,0,0,0,0,0,0,0,0,0
Q8N999,0,0,0,0,0,0,0,0,0,0,0
Q96F83,0,0,0,0,0,0,0,0,0,0,0
A0A1B0GVH6,0,0,0,0,0,0,0,0,0,0,0
O43255,0,1,1,0,0,0,0,0,0,0,0
P51665,1,0,1,1,1,0,0,0,0,0,0
P67809,1,1,1,1,1,1,1,1,0,1,1
Q9HC07,1,1,1,1,0,0,0,1,0,0,0
Q9NUQ9,0,1,0,0,0,0,0,0,0,0,0
Q9NY26,0,1,0,0,0,0,0,0,0,0,0
Q9Y673,0,0,1,0,0,0,0,0,1,0,0
